year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
2008,2009,81,DOCUMENTARY (Feature),DOCUMENTARY (Feature),James Marsh/Simon Chinn,Man on Wire,True
2008,2009,81,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Tia Lessin/Carl Deal,Trouble the Water,False
2008,2009,81,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Steven Okazaki,The Conscience of Nhem En,False
2008,2009,81,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Irene Taylor Brodsky/Tom Grant,The Final Inch,False
2008,2009,81,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Megan Mylan,Smile Pinki,True
2008,2009,81,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Adam Pertofsky/Margaret Hyde,The Witness - From the Balcony of Room 306,False
2008,2009,81,FILM EDITING,FILM EDITING,Kirk Baxter/Angus Wall,The Curious Case of Benjamin Button,False
2008,2009,81,FILM EDITING,FILM EDITING,Lee Smith,The Dark Knight,False
2008,2009,81,FILM EDITING,FILM EDITING,Mike Hill/Dan Hanley,Frost/Nixon,False
2008,2009,81,FILM EDITING,FILM EDITING,Elliot Graham,Milk,False
2008,2009,81,FILM EDITING,FILM EDITING,Chris Dickens,Slumdog Millionaire,True
2008,2009,81,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Germany,The Baader Meinhof Complex,False
2008,2009,81,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,France,The Class,False
2008,2009,81,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Japan,Departures,True
2008,2009,81,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Austria,Revanche,False
2008,2009,81,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Israel,Waltz with Bashir,False
2008,2009,81,MAKEUP,MAKEUP AND HAIRSTYLING,Greg Cannom,The Curious Case of Benjamin Button,True
2008,2009,81,MAKEUP,MAKEUP AND HAIRSTYLING,John Caglione Jr./Conor O'Sullivan,The Dark Knight,False
2008,2009,81,MAKEUP,MAKEUP AND HAIRSTYLING,Mike Elizalde/Thom Floutz,Hellboy II: The Golden Army,False
2008,2009,81,MUSIC (Original Score),MUSIC (Original Score),Alexandre Desplat,The Curious Case of Benjamin Button,False
2008,2009,81,MUSIC (Original Score),MUSIC (Original Score),James Newton Howard,Defiance,False
2008,2009,81,MUSIC (Original Score),MUSIC (Original Score),Danny Elfman,Milk,False
2008,2009,81,MUSIC (Original Score),MUSIC (Original Score),A.R. Rahman,Slumdog Millionaire,True
2008,2009,81,MUSIC (Original Score),MUSIC (Original Score),Thomas Newman,WALL-E,False
2008,2009,81,MUSIC (Original Song),MUSIC (Original Song),Peter Gabriel/Thomas Newman,WALL-E,False
2008,2009,81,MUSIC (Original Song),MUSIC (Original Song),A.R. Rahman/Gulzar,Slumdog Millionaire,True
2008,2009,81,MUSIC (Original Song),MUSIC (Original Song),A.R. Rahman/Maya Arulpragasam,Slumdog Millionaire,False
2008,2009,81,BEST PICTURE,BEST PICTURE,Kathleen Kennedy/Frank Marshall/Ceán Chaffin,The Curious Case of Benjamin Button,False
2008,2009,81,BEST PICTURE,BEST PICTURE,Brian Grazer/Ron Howard/Eric Fellner,Frost/Nixon,False
2008,2009,81,BEST PICTURE,BEST PICTURE,Dan Jinks/Bruce Cohen,Milk,False
2008,2009,81,BEST PICTURE,BEST PICTURE,Anthony Minghella/Sydney Pollack/Donna Gigliotti/Redmond Morris,The Reader,False
2008,2009,81,BEST PICTURE,BEST PICTURE,Christian Colson,Slumdog Millionaire,True
2008,2009,81,SHORT FILM (Animated),SHORT FILM (Animated),Kunio Kato,La Maison en Petits Cubes,True
2008,2009,81,SHORT FILM (Animated),SHORT FILM (Animated),Konstantin Bronzit,Lavatory - Lovestory,False
2008,2009,81,SHORT FILM (Animated),SHORT FILM (Animated),Emud Mokhberi/Thierry Marchand,Oktapodi,False
2008,2009,81,SHORT FILM (Animated),SHORT FILM (Animated),Doug Sweetland,Presto,False
2008,2009,81,SHORT FILM (Animated),SHORT FILM (Animated),Alan Smith/Adam Foulkes,This Way Up,False
2008,2009,81,SHORT FILM (Live Action),SHORT FILM (Live Action),Reto Caffi,Auf der Strecke (On the Line),False
2008,2009,81,SHORT FILM (Live Action),SHORT FILM (Live Action),Elizabeth Marre/Olivier Pont,Manon on the Asphalt,False
2008,2009,81,SHORT FILM (Live Action),SHORT FILM (Live Action),Steph Green/Tamara Anghie,New Boy,False
2008,2009,81,SHORT FILM (Live Action),SHORT FILM (Live Action),Tivi Magnusson/Dorte Høgh,The Pig,False
2008,2009,81,SHORT FILM (Live Action),SHORT FILM (Live Action),Jochen Alexander Freydank,Spielzeugland (Toyland),True
2008,2009,81,SOUND EDITING,SOUND EDITING,Richard King,The Dark Knight,True
2008,2009,81,SOUND EDITING,SOUND EDITING,Frank Eulner/Christopher Boyes,Iron Man,False
2008,2009,81,SOUND EDITING,SOUND EDITING,Glenn Freemantle/Tom Sayers,Slumdog Millionaire,False
2008,2009,81,SOUND EDITING,SOUND EDITING,Ben Burtt/Matthew Wood,WALL-E,False
2008,2009,81,SOUND EDITING,SOUND EDITING,Wylie Stateman,Wanted,False
2008,2009,81,SOUND MIXING,SOUND MIXING,David Parker/Michael Semanick/Ren Klyce/Mark Weingarten,The Curious Case of Benjamin Button,False
2008,2009,81,SOUND MIXING,SOUND MIXING,Lora Hirschberg/Gary Rizzo/Ed Novick,The Dark Knight,False
2008,2009,81,SOUND MIXING,SOUND MIXING,Ian Tapp/Richard Pryke/Resul Pookutty,Slumdog Millionaire,True
2008,2009,81,SOUND MIXING,SOUND MIXING,Tom Myers/Michael Semanick/Ben Burtt,WALL-E,False
2008,2009,81,SOUND MIXING,SOUND MIXING,Chris Jenkins/Frank A. Montaño/Petr Forejt,Wanted,False
2008,2009,81,VISUAL EFFECTS,VISUAL EFFECTS,Eric Barba/Steve Preeg/Burt Dalton/Craig Barron,The Curious Case of Benjamin Button,True
2008,2009,81,VISUAL EFFECTS,VISUAL EFFECTS,Nick Davis/Chris Corbould/Tim Webber/Paul Franklin,The Dark Knight,False
2008,2009,81,VISUAL EFFECTS,VISUAL EFFECTS,John Nelson/Ben Snow/Dan Sudick/Shane Mahan,Iron Man,False
2008,2009,81,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Eric Roth/Robin Swicord,The Curious Case of Benjamin Button,False
2008,2009,81,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),John Patrick Shanley,Doubt,False
2008,2009,81,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Peter Morgan,Frost/Nixon,False
2008,2009,81,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),David Hare,The Reader,False
2008,2009,81,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Simon Beaufoy,Slumdog Millionaire,True
2008,2009,81,WRITING (Original Screenplay),WRITING (Original Screenplay),Courtney Hunt,Frozen River,False
2008,2009,81,WRITING (Original Screenplay),WRITING (Original Screenplay),Mike Leigh,Happy-Go-Lucky,False
2008,2009,81,WRITING (Original Screenplay),WRITING (Original Screenplay),Martin McDonagh,In Bruges,False
2008,2009,81,WRITING (Original Screenplay),WRITING (Original Screenplay),Dustin Lance Black,Milk,True
2008,2009,81,WRITING (Original Screenplay),WRITING (Original Screenplay),Andrew Stanton/Jim Reardon/Pete Docter,WALL-E,False
2008,2009,81,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,Jerry Lewis,,True
2008,2009,81,GORDON E. SAWYER AWARD,GORDON E. SAWYER AWARD,Ed Catmull,,True
2008,2009,81,JOHN A. BONNER MEDAL OF COMMENDATION,JOHN A. BONNER MEDAL OF COMMENDATION,Mark Kimball,,True
2009,2010,82,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Jeff Bridges,Crazy Heart,True
2009,2010,82,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,George Clooney,Up in the Air,False
2009,2010,82,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Colin Firth,A Single Man,False
2009,2010,82,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Morgan Freeman,Invictus,False
2009,2010,82,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Jeremy Renner,The Hurt Locker,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Matt Damon,Invictus,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,The Messenger,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,The Last Station,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Stanley Tucci,The Lovely Bones,False
2009,2010,82,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Inglourious Basterds,True
2009,2010,82,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Sandra Bullock,The Blind Side,True
2009,2010,82,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Helen Mirren,The Last Station,False
2009,2010,82,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Carey Mulligan,An Education,False
2009,2010,82,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire,False
2009,2010,82,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Meryl Streep,Julie & Julia,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Nine,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Vera Farmiga,Up in the Air,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Maggie Gyllenhaal,Crazy Heart,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Anna Kendrick,Up in the Air,False
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,True
2009,2010,82,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Henry Selick,Coraline,False
2009,2010,82,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Wes Anderson,Fantastic Mr. Fox,False
2009,2010,82,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,John Musker/Ron Clements,The Princess and the Frog,False
2009,2010,82,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Tomm Moore,The Secret of Kells,False
2009,2010,82,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Pete Docter,Up,True
2009,2010,82,ART DIRECTION,ART DIRECTION,Rick Carter/Robert Stromberg/Kim Sinclair,Avatar,True
2009,2010,82,ART DIRECTION,ART DIRECTION,Dave Warren/Anastasia Masaro/Caroline Smith,The Imaginarium of Doctor Parnassus,False
2009,2010,82,ART DIRECTION,ART DIRECTION,John Myhre/Gordon Sim,Nine,False
2009,2010,82,ART DIRECTION,ART DIRECTION,Sarah Greenwood/Katie Spencer,Sherlock Holmes,False
2009,2010,82,ART DIRECTION,ART DIRECTION,Patrice Vermette/Maggie Gray,The Young Victoria,False
2009,2010,82,CINEMATOGRAPHY,CINEMATOGRAPHY,Mauro Fiore,Avatar,True
2009,2010,82,CINEMATOGRAPHY,CINEMATOGRAPHY,Bruno Delbonnel,Harry Potter and the Half-Blood Prince,False
2009,2010,82,CINEMATOGRAPHY,CINEMATOGRAPHY,Barry Ackroyd,The Hurt Locker,False
2009,2010,82,CINEMATOGRAPHY,CINEMATOGRAPHY,Robert Richardson,Inglourious Basterds,False
2009,2010,82,CINEMATOGRAPHY,CINEMATOGRAPHY,Christian Berger,The White Ribbon,False
2009,2010,82,COSTUME DESIGN,COSTUME DESIGN,Janet Patterson,Bright Star,False
2009,2010,82,COSTUME DESIGN,COSTUME DESIGN,Catherine Leterrier,Coco before Chanel,False
2009,2010,82,COSTUME DESIGN,COSTUME DESIGN,Monique Prudhomme,The Imaginarium of Doctor Parnassus,False
2009,2010,82,COSTUME DESIGN,COSTUME DESIGN,Colleen Atwood,Nine,False
2009,2010,82,COSTUME DESIGN,COSTUME DESIGN,Sandy Powell,The Young Victoria,True
2009,2010,82,DIRECTING,DIRECTING,James Cameron,Avatar,False
2009,2010,82,DIRECTING,DIRECTING,Kathryn Bigelow,The Hurt Locker,True
2009,2010,82,DIRECTING,DIRECTING,Quentin Tarantino,Inglourious Basterds,False
2009,2010,82,DIRECTING,DIRECTING,Lee Daniels,Precious: Based on the Novel 'Push' by Sapphire,False
2009,2010,82,DIRECTING,DIRECTING,Jason Reitman,Up in the Air,False
2009,2010,82,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Anders Østergaard/Lise Lense-Møller,Burma VJ,False
2009,2010,82,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Louie Psihoyos/Fisher Stevens,The Cove,True
2009,2010,82,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Robert Kenner/Elise Pearlstein,"Food, Inc.",False
2009,2010,82,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Judith Ehrlich/Rick Goldsmith,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,False
2009,2010,82,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Rebecca Cammisa,Which Way Home,False
2009,2010,82,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Jon Alpert/Matthew O'Neill,China's Unnatural Disaster: The Tears of Sichuan Province,False
2009,2010,82,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Daniel Junge/Henry Ansbacher,The Last Campaign of Governor Booth Gardner,False
2009,2010,82,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Steven Bognar/Julia Reichert,The Last Truck: Closing of a GM Plant,False
2009,2010,82,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Roger Ross Williams/Elinor Burkett,Music by Prudence,True
2009,2010,82,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Bartek Konopka/Anna Wydra,Rabbit à la Berlin,False
2009,2010,82,FILM EDITING,FILM EDITING,Stephen Rivkin/John Refoua/James Cameron,Avatar,False
2009,2010,82,FILM EDITING,FILM EDITING,Julian Clarke,District 9,False
2009,2010,82,FILM EDITING,FILM EDITING,Bob Murawski/Chris Innis,The Hurt Locker,True
2009,2010,82,FILM EDITING,FILM EDITING,Sally Menke,Inglourious Basterds,False
2009,2010,82,FILM EDITING,FILM EDITING,Joe Klotz,Precious: Based on the Novel 'Push' by Sapphire,False
2009,2010,82,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Israel,Ajami,False
2009,2010,82,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Peru,The Milk of Sorrow,False
2009,2010,82,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,France,A Prophet,False
2009,2010,82,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Argentina,The Secret in Their Eyes,True
2009,2010,82,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Germany,The White Ribbon,False
2009,2010,82,MAKEUP,MAKEUP AND HAIRSTYLING,Aldo Signoretti/Vittorio Sodano,Il Divo,False
2009,2010,82,MAKEUP,MAKEUP AND HAIRSTYLING,Barney Burman/Mindy Hall/Joel Harlow,Star Trek,True
2009,2010,82,MAKEUP,MAKEUP AND HAIRSTYLING,Jon Henry Gordon/Jenny Shircore,The Young Victoria,False
2009,2010,82,MUSIC (Original Score),MUSIC (Original Score),James Horner,Avatar,False
2009,2010,82,MUSIC (Original Score),MUSIC (Original Score),Alexandre Desplat,Fantastic Mr. Fox,False
2009,2010,82,MUSIC (Original Score),MUSIC (Original Score),Marco Beltrami/Buck Sanders,The Hurt Locker,False
2009,2010,82,MUSIC (Original Score),MUSIC (Original Score),Hans Zimmer,Sherlock Holmes,False
2009,2010,82,MUSIC (Original Score),MUSIC (Original Score),Michael Giacchino,Up,True
2009,2010,82,MUSIC (Original Song),MUSIC (Original Song),Randy Newman,The Princess and the Frog,False
2009,2010,82,MUSIC (Original Song),MUSIC (Original Song),Randy Newman,The Princess and the Frog,False
2009,2010,82,MUSIC (Original Song),MUSIC (Original Song),Reinhardt Wagner/Frank Thomas,Paris 36,False
2009,2010,82,MUSIC (Original Song),MUSIC (Original Song),Maury Yeston,Nine,False
2009,2010,82,MUSIC (Original Song),MUSIC (Original Song),Ryan Bingham/T Bone Burnett,Crazy Heart,True
2009,2010,82,BEST PICTURE,BEST PICTURE,James Cameron/Jon Landau,Avatar,False
2009,2010,82,BEST PICTURE,BEST PICTURE,Gil Netter/Andrew A. Kosove/Broderick Johnson,The Blind Side,False
2009,2010,82,BEST PICTURE,BEST PICTURE,Peter Jackson/Carolynne Cunningham,District 9,False
2009,2010,82,BEST PICTURE,BEST PICTURE,Finola Dwyer/Amanda Posey,An Education,False
2009,2010,82,BEST PICTURE,BEST PICTURE,Kathryn Bigelow/Mark Boal/Nicolas Chartier/Greg Shapiro,The Hurt Locker,True
2009,2010,82,BEST PICTURE,BEST PICTURE,Lawrence Bender,Inglourious Basterds,False
2009,2010,82,BEST PICTURE,BEST PICTURE,Lee Daniels/Sarah Siegel-Magness/Gary Magness,Precious: Based on the Novel 'Push' by Sapphire,False
2009,2010,82,BEST PICTURE,BEST PICTURE,Joel Coen/Ethan Coen,A Serious Man,False
2009,2010,82,BEST PICTURE,BEST PICTURE,Jonas Rivera,Up,False
2009,2010,82,BEST PICTURE,BEST PICTURE,Daniel Dubiecki/Ivan Reitman/Jason Reitman,Up in the Air,False
2009,2010,82,SHORT FILM (Animated),SHORT FILM (Animated),Fabrice O. Joubert,French Roast,False
2009,2010,82,SHORT FILM (Animated),SHORT FILM (Animated),Nicky Phelan/Darragh O'Connell,Granny O'Grimm's Sleeping Beauty,False
2009,2010,82,SHORT FILM (Animated),SHORT FILM (Animated),Javier Recio Gracia,The Lady and the Reaper (La Dama y la Muerte),False
2009,2010,82,SHORT FILM (Animated),SHORT FILM (Animated),Nicolas Schmerkin,Logorama,True
2009,2010,82,SHORT FILM (Animated),SHORT FILM (Animated),Nick Park,A Matter of Loaf and Death,False
2009,2010,82,SHORT FILM (Live Action),SHORT FILM (Live Action),Juanita Wilson/James Flynn,The Door,False
2009,2010,82,SHORT FILM (Live Action),SHORT FILM (Live Action),Patrik Eklund/Mathias Fjellström,Instead of Abracadabra,False
2009,2010,82,SHORT FILM (Live Action),SHORT FILM (Live Action),Gregg Helvey,Kavi,False
2009,2010,82,SHORT FILM (Live Action),SHORT FILM (Live Action),Luke Doolan/Drew Bailey,Miracle Fish,False
2009,2010,82,SHORT FILM (Live Action),SHORT FILM (Live Action),Joachim Back/Tivi Magnusson,The New Tenants,True
2009,2010,82,SOUND EDITING,SOUND EDITING,Christopher Boyes/Gwendolyn Yates Whittle,Avatar,False
2009,2010,82,SOUND EDITING,SOUND EDITING,Paul N.J. Ottosson,The Hurt Locker,True
2009,2010,82,SOUND EDITING,SOUND EDITING,Wylie Stateman,Inglourious Basterds,False
2009,2010,82,SOUND EDITING,SOUND EDITING,Mark Stoeckinger/Alan Rankin,Star Trek,False
2009,2010,82,SOUND EDITING,SOUND EDITING,Michael Silvers/Tom Myers,Up,False
2009,2010,82,SOUND MIXING,SOUND MIXING,Christopher Boyes/Gary Summers/Andy Nelson/Tony Johnson,Avatar,False
2009,2010,82,SOUND MIXING,SOUND MIXING,Paul N.J. Ottosson/Ray Beckett,The Hurt Locker,True
2009,2010,82,SOUND MIXING,SOUND MIXING,Michael Minkler/Tony Lamberti/Mark Ulano,Inglourious Basterds,False
2009,2010,82,SOUND MIXING,SOUND MIXING,Anna Behlmer/Andy Nelson/Peter J. Devlin,Star Trek,False
2009,2010,82,SOUND MIXING,SOUND MIXING,Greg P. Russell/Gary Summers/Geoffrey Patterson,Transformers: Revenge of the Fallen,False
2009,2010,82,VISUAL EFFECTS,VISUAL EFFECTS,Joe Letteri/Stephen Rosenbaum/Richard Baneham/Andrew R. Jones,Avatar,True
2009,2010,82,VISUAL EFFECTS,VISUAL EFFECTS,Dan Kaufman/Peter Muyzers/Robert Habros/Matt Aitken,District 9,False
2009,2010,82,VISUAL EFFECTS,VISUAL EFFECTS,Roger Guyett/Russell Earl/Paul Kavanagh/Burt Dalton,Star Trek,False
2009,2010,82,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Neill Blomkamp/Terri Tatchell,District 9,False
2009,2010,82,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Nick Hornby,An Education,False
2009,2010,82,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Jesse Armstrong/Simon Blackwell/Armando Iannucci/Tony Roche,In the Loop,False
2009,2010,82,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Geoffrey Fletcher,Precious: Based on the Novel 'Push' by Sapphire,True
2009,2010,82,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Jason Reitman/Sheldon Turner,Up in the Air,False
2009,2010,82,WRITING (Original Screenplay),WRITING (Original Screenplay),Mark Boal,The Hurt Locker,True
2009,2010,82,WRITING (Original Screenplay),WRITING (Original Screenplay),Quentin Tarantino,Inglourious Basterds,False
2009,2010,82,WRITING (Original Screenplay),WRITING (Original Screenplay),Alessandro Camon/Oren Moverman,The Messenger,False
2009,2010,82,WRITING (Original Screenplay),WRITING (Original Screenplay),Joel Coen/Ethan Coen,A Serious Man,False
2009,2010,82,WRITING (Original Screenplay),WRITING (Original Screenplay),Bob Peterson/Pete Docter/Tom McCarthy,Up,False
2009,2010,82,HONORARY AWARD,HONORARY AWARD,Lauren Bacall,,True
2009,2010,82,HONORARY AWARD,HONORARY AWARD,Roger Corman,,True
2009,2010,82,HONORARY AWARD,HONORARY AWARD,Gordon Willis,,True
2009,2010,82,IRVING G. THALBERG MEMORIAL AWARD,IRVING G. THALBERG MEMORIAL AWARD,John Calley,,True
2010,2011,83,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Javier Bardem,Biutiful,False
2010,2011,83,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Jeff Bridges,True Grit,False
2010,2011,83,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Jesse Eisenberg,The Social Network,False
2010,2011,83,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Colin Firth,The King's Speech,True
2010,2011,83,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,James Franco,127 Hours,False
2010,2011,83,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Fighter,True
2010,2011,83,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,John Hawkes,Winter's Bone,False
2010,2011,83,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Jeremy Renner,The Town,False
2010,2011,83,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,The Kids Are All Right,False
2010,2011,83,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,The King's Speech,False
2010,2011,83,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Annette Bening,The Kids Are All Right,False
2010,2011,83,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Nicole Kidman,Rabbit Hole,False
2010,2011,83,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Winter's Bone,False
2010,2011,83,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Natalie Portman,Black Swan,True
2010,2011,83,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Michelle Williams,Blue Valentine,False
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Amy Adams,The Fighter,False
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Helena Bonham Carter,The King's Speech,False
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Melissa Leo,The Fighter,True
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Hailee Steinfeld,True Grit,False
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Jacki Weaver,Animal Kingdom,False
2010,2011,83,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Chris Sanders/Dean DeBlois,How to Train Your Dragon,False
2010,2011,83,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Sylvain Chomet,The Illusionist,False
2010,2011,83,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Lee Unkrich,Toy Story 3,True
2010,2011,83,ART DIRECTION,ART DIRECTION,Robert Stromberg/Karen O'Hara,Alice in Wonderland,True
2010,2011,83,ART DIRECTION,ART DIRECTION,Stuart Craig/Stephenie McMillan,Harry Potter and the Deathly Hallows Part 1,False
2010,2011,83,ART DIRECTION,ART DIRECTION,Guy Hendrix Dyas/Larry Dias/Doug Mowat,Inception,False
2010,2011,83,ART DIRECTION,ART DIRECTION,Eve Stewart/Judy Farr,The King's Speech,False
2010,2011,83,ART DIRECTION,ART DIRECTION,Jess Gonchor/Nancy Haigh,True Grit,False
2010,2011,83,CINEMATOGRAPHY,CINEMATOGRAPHY,Matthew Libatique,Black Swan,False
2010,2011,83,CINEMATOGRAPHY,CINEMATOGRAPHY,Wally Pfister,Inception,True
2010,2011,83,CINEMATOGRAPHY,CINEMATOGRAPHY,Danny Cohen,The King's Speech,False
2010,2011,83,CINEMATOGRAPHY,CINEMATOGRAPHY,Jeff Cronenweth,The Social Network,False
2010,2011,83,CINEMATOGRAPHY,CINEMATOGRAPHY,Roger Deakins,True Grit,False
2010,2011,83,COSTUME DESIGN,COSTUME DESIGN,Colleen Atwood,Alice in Wonderland,True
2010,2011,83,COSTUME DESIGN,COSTUME DESIGN,Antonella Cannarozzi,I Am Love,False
2010,2011,83,COSTUME DESIGN,COSTUME DESIGN,Jenny Beavan,The King's Speech,False
2010,2011,83,COSTUME DESIGN,COSTUME DESIGN,Sandy Powell,The Tempest,False
2010,2011,83,COSTUME DESIGN,COSTUME DESIGN,Mary Zophres,True Grit,False
2010,2011,83,DIRECTING,DIRECTING,Darren Aronofsky,Black Swan,False
2010,2011,83,DIRECTING,DIRECTING,David O. Russell,The Fighter,False
2010,2011,83,DIRECTING,DIRECTING,Tom Hooper,The King's Speech,True
2010,2011,83,DIRECTING,DIRECTING,David Fincher,The Social Network,False
2010,2011,83,DIRECTING,DIRECTING,Joel Coen/Ethan Coen,True Grit,False
2010,2011,83,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Banksy/Jaimie D'Cruz,Exit through the Gift Shop,False
2010,2011,83,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Josh Fox/Trish Adlesic,Gasland,False
2010,2011,83,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Charles Ferguson/Audrey Marrs,Inside Job,True
2010,2011,83,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Tim Hetherington/Sebastian Junger,Restrepo,False
2010,2011,83,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Lucy Walker/Angus Aynsley,Waste Land,False
